City Name,2023_Score_Max10000,2022_Score_Max7500,2020_Score_Max6000,2019_Score_5000,2018_Score,2017_Score,2016_Score,lat,lon
Ahmednagar Cantt,6593.857674,3728.456823,2825.4,3382.059701,2904.415663,1092.744027,1190.857143,19.0984,74.7577
SHAHJAHANPUR CANTT.,6593.857674,2776.81,2751.55,3382.059701,2904.415663,1092.744027,1190.857143,27.9034,79.9448
SAUGOR CANTT,6593.857674,3062.57,2739.71,3382.059701,2904.415663,1092.744027,1190.857143,23.6886,78.754
KIRKEE CANTT,6593.857674,3493.9,2732.83,3382.059701,2904.415663,1092.744027,1190.857143,18.4269,73.7996
AHMEDABAD CANTT,6593.857674,5294.17,2711.57,3382.059701,2904.415663,1092.744027,1190.857143,23.0225,72.5714
RANIKHET CANTT,6593.857674,2424.65,2663.44,3382.059701,2904.415663,1092.744027,1190.857143,29.3908,79.6648
JUTOGH CANTT.,6593.857674,3797.97,2611.5,3382.059701,2904.415663,1092.744027,1190.857143,31.0841,78.2524
LUCKNOW CANTT.,6593.857674,2318.89,2579.25,3382.059701,2904.415663,1092.744027,1190.857143,26.8503,80.9462
ROORKEE CANTT,6593.857674,1202.34,2575.88,3382.059701,2904.415663,1092.744027,1190.857143,29.8483,77.8944
WELLINGTON CANTT,6593.857674,1700.54,2574.94,3382.059701,2904.415663,1092.744027,1190.857143,31.0561,78.7053
AMRITSAR CANTT.,6593.857674,1648.08,2551.31,3382.059701,2904.415663,1092.744027,1190.857143,31.62,74.857
BABINA CANTT.,6593.857674,1269.17,2514.39,3382.059701,2904.415663,1092.744027,1190.857143,25.1607,78.0621
NAINITAL CANTT,6593.857674,1371.13,2486.41,3382.059701,2904.415663,1092.744027,1190.857143,29.3789,79.4623
PUNE CANTT,6593.857674,2843.88,2452.27,3382.059701,2904.415663,1092.744027,1190.857143,18.5196,73.8554
FEROZEPUR CANTT.,6593.857674,2937.16,2434.71,3382.059701,2904.415663,1092.744027,1190.857143,31.8621,74.8326
AMBALA CANTT.,6593.857674,2165.68,2382.45,3382.059701,2904.415663,1092.744027,1190.857143,30.3787,76.776
JALAPAHAR CANTT,6593.857674,971.06,2374.83,3382.059701,2904.415663,1092.744027,1190.857143,24.78,83.8
AURANGABAD CANTT,6593.857674,1986.95,2373.9,3382.059701,2904.415663,1092.744027,1190.857143,19.8775,75.3484
LEBONG CANTT,6593.857674,995.09,2314.39,3382.059701,2904.415663,1092.744027,1190.857143,27.0472,88.6147
SECUNDERABAD CANTT.,6593.857674,4114.05,2277.04,3382.059701,2904.415663,1092.744027,1190.857143,17.4402,78.4975
LANDOUR CANTT,6593.857674,945.24,2212.17,3382.059701,2904.415663,1092.744027,1190.857143,30.4222,78.0694
AJMER CANTT.,6593.857674,1473.92,2181.92,3382.059701,2904.415663,1092.744027,1190.857143,26.4535,74.6377
CLEMENT TOWN CANTT,6593.857674,1234.32,2159.65,3382.059701,2904.415663,1092.744027,1190.857143,30.3183,78.0558
RAMGARH CANTT.,6593.857674,927.03,2126.7,3382.059701,2904.415663,1092.744027,1190.857143,23.8825,85.3737
Badamibagh Cantonment Board,6593.857674,3728.456823,2109.79,3382.059701,2904.415663,1092.744027,1190.857143,34.2975,77.4214
Agra Cantonment Board,6593.857674,3728.456823,2104.34,3382.059701,2904.415663,1092.744027,1190.857143,27.1793,78.0234
BELGAUM CANTT.,6593.857674,1271.57,2079.2,3382.059701,2904.415663,1092.744027,1190.857143,15.8489,74.5685
BAREILLY CANTT.,6593.857674,1879.98,2071.51,3382.059701,2904.415663,1092.744027,1190.857143,28.3461,79.4303
ALMORA CANTT,6593.857674,1802.62,2070.54,3382.059701,2904.415663,1092.744027,1190.857143,29.5883,79.6499
DEHRADUN CANTT,6593.857674,1173.34,2070.3,3382.059701,2904.415663,1092.744027,1190.857143,30.3165,78.0323
JABALPUR CANTT,6593.857674,3296.38,2057.53,3382.059701,2904.415663,1092.744027,1190.857143,23.1667,79.9386
FATEHGARH CANTT.,6593.857674,2398.27,2053.08,3382.059701,2904.415663,1092.744027,1190.857143,26.4234,79.1246
Kota,6593.857674,3728.456823,2051.88,3382.059701,2904.415663,706,954,25.1852,75.8617
DAGSHAI CANTT.,6593.857674,1758.83,2033.21,3382.059701,2904.415663,1092.744027,1190.857143,30.9644,77.1764
EAST DELHI (EDMC),6593.857674,3726.23,1962.31,3382.059701,2904.415663,1004,1015,28.6465,77.2608
MORAR CANTT,6593.857674,1535.42,1951.9,3382.059701,2904.415663,1092.744027,1190.857143,26.2069,78.1778
KAMPTEE CANTT,6593.857674,2816.17,1943.22,3382.059701,2904.415663,1092.744027,1190.857143,21.1285,79.1645
KANNUR CANTT.,6593.857674,1824.1,1906.4,3382.059701,2904.415663,1092.744027,1190.857143,11.8768,75.3672
KANPUR CANTT.,6593.857674,710.12,1862.88,3382.059701,2904.415663,1092.744027,1190.857143,26.4852,80.2119
SABATHU CANTT.,6593.857674,1918.16,1789.83,3382.059701,2904.415663,1092.744027,1190.857143,30.8304,77.1794
JAMMU CANTT.,6593.857674,1166.44,1757.53,3382.059701,2904.415663,1092.744027,1190.857143,32.7019,74.8786
BAKLOH CANTT.,6593.857674,853.33,1740.24,3382.059701,2904.415663,1092.744027,1190.857143,32.2219,75.745
DEOLALI CANTT,6593.857674,5433.88,1734.12,3382.059701,2904.415663,1092.744027,1190.857143,20.4138,73.8365
ALLAHABAD CANTT.,6593.857674,1897.46,1702.76,3382.059701,2904.415663,1092.744027,1190.857143,25.4484,81.843
CHAKRATA CANTT,6593.857674,802.18,1684.07,3382.059701,2904.415663,1092.744027,1190.857143,30.7603,77.88
PACHMARHI CANTT,6593.857674,2588.71,1611.77,3382.059701,2904.415663,1092.744027,1190.857143,22.4633,78.3995
KASAULI CANTT.,6593.857674,1104.05,1499.2,3382.059701,2904.415663,1092.744027,1190.857143,30.8783,77.1332
FAIZABAD CANTT.,6593.857674,1384.77,1466.96,3382.059701,2904.415663,1092.744027,1190.857143,26.7737,82.1378
YOL CANTT.,6593.857674,753.87,1445.91,3382.059701,2904.415663,1092.744027,1190.857143,32.1667,76.4536
SHILLONG CANTT.,6593.857674,675.69,1427.23,3382.059701,2904.415663,1092.744027,1190.857143,25.5788,91.8933
Nasirabad Cantt.,6593.857674,3728.456823,1307.77,3382.059701,2904.415663,1092.744027,1190.857143,26.2997,74.3657
BARRACKPORE CANTT,6593.857674,2249.59,1086.71,3382.059701,2904.415663,1092.744027,1190.857143,22.265,88.3665
DANAPUR CANTT.,6593.857674,1864.89,879.33,3382.059701,2904.415663,1092.744027,1190.857143,25.605,85.1024
KARHAD,6593.857674,6212.56,3757.284351,4063,2904.415663,1092.744027,1190.857143,16.2507,74.1369
KARJAT_R,6593.857674,5785.92,3757.284351,3228,2904.415663,1092.744027,1190.857143,18.9348,73.3355
SILLOD,6593.857674,5489.28,3757.284351,3382.059701,2894,1092.744027,1190.857143,20.0842,75.681
SHENDURJANAGHAT,6593.857674,5334.06,3757.284351,3166,2904.415663,1092.744027,1190.857143,20.315,75.458
BETMA,6593.857674,5280.72,3757.284351,3451,2904.415663,1092.744027,1190.857143,22.6373,75.7188
MANGALVEDHE,6593.857674,5169.66,3757.284351,3403,2904.415663,1092.744027,1190.857143,20.3134,75.7587
DHAR,6593.857674,5044.28,3757.284351,3294,2904.415663,1092.744027,1190.857143,22.6086,75.2722
LATUR,6593.857674,5032.66,3757.284351,3427,2904.415663,751,1190.857143,18.4144,76.5806
DEGLUR,6593.857674,5023.11,3757.284351,3382.059701,2832,1092.744027,1190.857143,19.3025,77.7467
BHIND,6593.857674,4945.51,3757.284351,3382.059701,2904.415663,1176,1190.857143,25.7593,78.789
BADWANI,6593.857674,4923.22,3757.284351,3162,2904.415663,1092.744027,1190.857143,21.8247,75.1185
SEHORE,6593.857674,4906.28,3757.284351,3382.059701,2904.415663,1397,1190.857143,23.1181,77.123
KURUNDVAD,6593.857674,4884.23,3757.284351,3295,2904.415663,1092.744027,1190.857143,20.1862,75.4358
GUNA,6593.857674,4879.07,3757.284351,3382.059701,2904.415663,873,1190.857143,24.6595,77.3035
SAWANTWADI,6593.857674,4877.92,3757.284351,3267,2785,1092.744027,1190.857143,16.2058,73.9601
MANGO,6593.857674,4859.57,3757.284351,2898,3162,1092.744027,1190.857143,22.5573,88.394
REWA,6593.857674,4850.94,3757.284351,3039,2893,1479,1190.857143,24.5356,81.2955
BHOR,6593.857674,4825.85,3757.284351,3454,2954,1092.744027,1190.857143,18.4491,73.7247
KURNOOL,6593.857674,4810.22,3757.284351,3382.059701,2904.415663,1051,1190.857143,15.8264,78.7365
PATHRI,6593.857674,4765.01,3757.284351,3382.059701,2738,1092.744027,1190.857143,19.0383,75.5233
PURI (M),6593.857674,4740.3,3757.284351,3382.059701,2904.415663,1007,1190.857143,19.8135,85.831
DHANPURI,6593.857674,4709.1,3757.284351,3148,2904.415663,1092.744027,1190.857143,22.4248,81.4293
NELLORE,6593.857674,4687.92,3757.284351,3382.059701,2904.415663,1073,1190.857143,14.4425,79.9935
HUBLI-DHARWAD,6593.857674,4680.24,3757.284351,3382.059701,2904.415663,998,1190.857143,15.3633,75.1268
WARANGAL,6593.857674,4677.25,3757.284351,2995,3045,1537,1226,17.9784,79.5941
DATIA,6593.857674,4674.82,3757.284351,3382.059701,2904.415663,810,1190.857143,25.4573,78.4761
KATOL,6593.857674,4593.75,3757.284351,3504,3041,1092.744027,1190.857143,21.0861,78.483
KHANDALA,6593.857674,4589.62,3757.284351,3163,2904.415663,1092.744027,1190.857143,20.153,75.5778
HOSHANGABAD,6593.857674,4552.23,3757.284351,2956,2674,1364,1190.857143,22.4695,77.705
ROHA ASHTAMI,6593.857674,4545.19,3757.284351,3382.059701,2749,1092.744027,1190.857143,19.4847,73.1912
DEHRADUN,6593.857674,4524.48,3757.284351,3382.059701,2904.415663,752,876,30.3165,78.0322
MOWAD,6593.857674,4521.95,3757.284351,3382.059701,2824,1092.744027,1190.857143,21.0245,79.1141
KANKER,6593.857674,4514.1,3757.284351,3197,2904.415663,1092.744027,1190.857143,20.0625,81.0313
KYMORE,6593.857674,4480.39,3757.284351,3122,2904.415663,1092.744027,1190.857143,24.4943,78.9244
MORENA,6593.857674,4473.36,3757.284351,3382.059701,2904.415663,977,1190.857143,26.0347,78.1968
URAN,6593.857674,4417.06,3757.284351,3266,2904.415663,1092.744027,1190.857143,19.0362,72.9795
SHIVPURI,6593.857674,4372.1,3757.284351,2987,2904.415663,926,1190.857143,25.4205,77.6632
BHUBANESWAR,6593.857674,4363.37,3757.284351,3382.059701,2904.415663,1254,1279,20.2961,85.8189
BEED,6593.857674,4320.9,3757.284351,2905,2904.415663,783,1190.857143,19.6342,75.728
DABRA,6593.857674,4313.53,3757.284351,3382.059701,2904.415663,881,1190.857143,23.474,78.5554
JAYSINGPUR,6593.857674,4289.97,3757.284351,3382.059701,2785,1092.744027,1190.857143,16.6,74.4732
MHASWAD,6593.857674,4247.62,3757.284351,3128,2904.415663,1092.744027,1190.857143,17.2033,74.0697
BAGBAHARA,6593.857674,4243.72,3757.284351,3382.059701,2902,1092.744027,1190.857143,21.5169,82.0876
SARDARPUR,6593.857674,4240.84,3757.284351,3167,2904.415663,1092.744027,1190.857143,22.2505,75.3626
NIZAMABAD,6593.857674,4240.03,3757.284351,3382.059701,2904.415663,1040,1190.857143,15.4706,78.0716
BUNDU,6593.857674,4223.71,3757.284351,3378,3045,1092.744027,1190.857143,23.3573,85.4704
BANDA,6593.857674,4210.88,3757.284351,3382.059701,2904.415663,592,1190.857143,25.4743,80.3156
PARLI,6593.857674,4202.72,3757.284351,3198,2904.415663,1092.744027,1190.857143,18.4903,76.882
MORADABAD,6593.857674,4202.27,3757.284351,3382.059701,2904.415663,739,1190.857143,28.8379,78.7535
SHIRALA,6593.857674,4164.6,3757.284351,3192,2904.415663,1092.744027,1190.857143,17.2136,74.0772
BHONGIR (M),6593.857674,4144.12,3757.284351,3382.059701,2822,1092.744027,1190.857143,17.9201,78.8817
DEOGHAR,6593.857674,4141.82,3757.284351,3382.059701,2835,1232,1190.857143,24.4766,86.6998
JUNAGADH,6593.857674,4141.5,3757.284351,3382.059701,2904.415663,1411,1190.857143,21.5226,70.3662
TRIMBAK,6593.857674,4139.06,3757.284351,3211,2751,1092.744027,1190.857143,19.9742,73.6284
PATHARIYA,6593.857674,4106.76,3757.284351,3382.059701,2843,1092.744027,1190.857143,24.6595,78.2913
PALUS,6593.857674,4094.48,3757.284351,3442,2904.415663,1092.744027,1190.857143,17.0313,74.5743
JAWHAR,6593.857674,4074.67,3757.284351,3382.059701,2758,1092.744027,1190.857143,19.946,73.3885
GUNTUR,6593.857674,4070.26,3757.284351,3382.059701,2904.415663,1201,1190.857143,16.3069,80.4366
MAHBUBNAGAR,6593.857674,4068.94,3757.284351,3382.059701,2904.415663,892,1190.857143,16.7488,77.9857
BAHADURGARH,6593.857674,4048.49,3757.284351,3382.059701,2904.415663,664,1190.857143,28.7034,76.9251
MALEGAON,6593.857674,4029.52,3757.284351,3382.059701,2614,911,1190.857143,20.5603,74.5435
HISAR,6593.857674,4020.07,3757.284351,3382.059701,2904.415663,805,1190.857143,29.1494,75.72
KUHI,6593.857674,4013.27,3757.284351,3373,2904.415663,1092.744027,1190.857143,21.0335,78.8102
NAVSARI,6593.857674,3994.06,3757.284351,3382.059701,2615,1568,1190.857143,20.9714,72.9566
SURYAPET,6593.857674,3968.06,3757.284351,3382.059701,2922,1532,1190.857143,17.0703,79.6167
ACHALPUR,6593.857674,3951.22,3757.284351,2936,2903,761,1190.857143,21.0495,78.4804
SHRIRAMPUR,6593.857674,3946.66,3757.284351,3382.059701,2739,1092.744027,1190.857143,19.6483,74.7808
AMRELI,6593.857674,3940.11,3757.284351,3382.059701,2904.415663,1189,1190.857143,22.466,72.4183
BALESHWAR,6593.857674,3939.15,3757.284351,3382.059701,2904.415663,1020,1190.857143,20.303,86.072
KANKAVLI,6593.857674,3924.7,3757.284351,3382.059701,2853,1092.744027,1190.857143,15.9193,74.0715
NALGONDA,6593.857674,3815.14,3757.284351,3382.059701,2904.415663,990,1190.857143,17.0513,79.0671
MIRYALAGUDA,6593.857674,3782.76,3757.284351,3382.059701,2904.415663,1036,1190.857143,16.2226,79.1792
AUSA,6593.857674,3782.42,3757.284351,3224,2957,1092.744027,1190.857143,18.7385,76.8721
ROORKEE (NN),6593.857674,3765.98,3757.284351,3382.059701,2904.415663,951,1190.857143,29.3022,77.8946
DAUND,6593.857674,3763.62,3757.284351,3208,2904.415663,1092.744027,1190.857143,18.4602,73.8301
GANGAKHED,6593.857674,3750.9,3757.284351,3229,2904.415663,1092.744027,1190.857143,19.0408,76.9525
RAMAGUNDAM,6593.857674,3718.92,3757.284351,3382.059701,2904.415663,1017,1190.857143,17.2792,78.7985
KARMALA,6593.857674,3691.83,3757.284351,3382.059701,2743,1092.744027,1190.857143,18.6754,75.0155
AJMER,6593.857674,3677.62,3757.284351,3382.059701,2904.415663,928,1190.857143,26.4499,74.6399
MALWAN,6593.857674,3673.51,3757.284351,3314,2755,1092.744027,1190.857143,16.0019,73.6506
BHOKARDAN,6593.857674,3564.05,3757.284351,3382.059701,2799,1092.744027,1190.857143,20.0932,78.6266
DAVANAGERE,6593.857674,3561.11,3757.284351,3382.059701,2904.415663,812,1190.857143,14.466,75.9954
BHANDARA,6593.857674,3533.08,3757.284351,3382.059701,2748,1092.744027,1190.857143,21.154,79.6422
OSMANABAD,6593.857674,3532.82,3757.284351,3382.059701,2669,949,1190.857143,18.1916,76.2267
MANGALORE,6593.857674,3526.54,3757.284351,3382.059701,2848,1350,1190.857143,12.9141,74.8559
GONDAL,6593.857674,3522.14,3757.284351,3382.059701,2904.415663,1097,1190.857143,21.3881,70.1818
AKOLE,6593.857674,3521.97,3757.284351,3144,2904.415663,1092.744027,1190.857143,19.3358,73.819
CHAIBASA,6593.857674,3516.41,3757.284351,3382.059701,2940,1092.744027,1190.857143,22.319,85.8401
SULTANPUR,6593.857674,3484.92,3757.284351,3382.059701,2904.415663,768,1190.857143,26.8792,81.1952
JALANDHAR,6593.857674,3413.33,3757.284351,3382.059701,2904.415663,921,1190.857143,31.325,75.5782
KHAMMAM,6593.857674,3396.09,3757.284351,3382.059701,2904.415663,914,1190.857143,17.2473,80.1477
PANDHARKAODA,6593.857674,3327.56,3757.284351,3382.059701,2799,1092.744027,1190.857143,20.2667,78.4135
DAPOLI CAMP,6593.857674,3247.49,3757.284351,3122,2904.415663,1092.744027,1190.857143,17.7512,73.074
SAMBALPUR TOWN (M),6593.857674,3212.96,3757.284351,3382.059701,2904.415663,739,1190.857143,21.4665,83.9381
PALANPUR,6593.857674,3205.96,3757.284351,3382.059701,2904.415663,1254,1190.857143,24.1714,72.3802
MADANAPALLE,6593.857674,3199.89,3757.284351,3382.059701,2904.415663,831,1190.857143,13.3968,78.5465
BELGAUM (M CORP. + OG),6593.857674,3192.48,3757.284351,3382.059701,2904.415663,892,1190.857143,15.8489,74.5044
TULJAPUR,6593.857674,3180.99,3757.284351,3382.059701,2810,1092.744027,1190.857143,16.1898,74.5622
KAITHAL,6593.857674,3130.38,3757.284351,3382.059701,2904.415663,828,1190.857143,29.803,76.4677
GAYA,6593.857674,3096.65,3757.284351,3382.059701,2904.415663,642,1190.857143,24.7952,84.9993
CHAS,6593.857674,3081.04,3757.284351,3096,3173,1470,1190.857143,23.7825,85.4932
BHARUCH,6593.857674,3067.86,3757.284351,3382.059701,2762,1352,1190.857143,21.7068,72.6375
KOREGAON,6593.857674,3059.15,3757.284351,3445,2904.415663,1092.744027,1190.857143,17.2408,74.3062
MORBI,6593.857674,3057.75,3757.284351,3382.059701,2904.415663,1253,1190.857143,22.8322,70.7438
PATHANKOT,6593.857674,3011.59,3757.284351,3382.059701,2904.415663,1021,1190.857143,32.2627,75.6501
ADILABAD,6593.857674,3001.41,3757.284351,3382.059701,2904.415663,1006,1190.857143,19.6641,78.5261
JAMMU,6593.857674,2983.22,3757.284351,3382.059701,2904.415663,891,1190.857143,32.7266,74.857
NADIAD,6593.857674,2972.58,3757.284351,3382.059701,2904.415663,1323,1190.857143,22.688,72.8662
CUTTACK,6593.857674,2966.59,3757.284351,3382.059701,2904.415663,977,925,20.4625,85.8828
SIMDEGA,6593.857674,2951.25,3757.284351,3382.059701,2779,1092.744027,1190.857143,23.4733,85.8186
KAVALI,6593.857674,2905.82,3757.284351,3382.059701,2904.415663,1087,1190.857143,14.9039,79.9887
PETLAD,6593.857674,2902.95,3757.284351,3198,2904.415663,1092.744027,1190.857143,22.5504,73.5944
UDUPI,6593.857674,2882.92,3757.284351,3382.059701,2904.415663,1123,1190.857143,13.3417,74.7485
VERAVAL,6593.857674,2881.86,3757.284351,3382.059701,2904.415663,1236,1190.857143,20.9074,70.3664
VALSAD,6593.857674,2857.77,3757.284351,3382.059701,2904.415663,1131,1190.857143,20.3602,72.9267
JETPUR NAVAGADH,6593.857674,2849.7,3757.284351,3382.059701,2904.415663,1476,1190.857143,21.5642,70.6237
PALWAL,6593.857674,2819.96,3757.284351,3382.059701,2904.415663,553,1190.857143,28.1913,77.3455
SALEM,6593.857674,2794.37,3757.284351,3382.059701,2904.415663,1166,1190.857143,11.6643,78.146
CHIRKUNDA,6593.857674,2791.11,3757.284351,3382.059701,2773,1092.744027,1190.857143,23.652,86.4183
PANAJI,6593.857674,2785.8,3757.284351,3382.059701,2904.415663,1271,1385,15.4989,73.8278
ADONI,6593.857674,2763.13,3757.284351,3382.059701,2904.415663,934,1190.857143,15.6435,77.2845
SRIKALAHASTI,6593.857674,2752,3757.284351,3382.059701,2904.415663,961,1190.857143,13.8326,79.6622
SRIKAKULAM,6593.857674,2740.57,3757.284351,3382.059701,2904.415663,1198,1190.857143,18.3056,83.8855
KHANAPUR,6593.857674,2740.07,3757.284351,3511,2904.415663,1092.744027,1190.857143,15.8706,74.5445
DAMAN,6593.857674,2724.24,3757.284351,3382.059701,2904.415663,676,1190.857143,20.3975,72.8311
GUMLA,6593.857674,2674.92,3757.284351,3382.059701,2917,1092.744027,1190.857143,23.0307,84.1133
NANDYAL,6593.857674,2637.29,3757.284351,3382.059701,2904.415663,1308,1190.857143,15.4025,78.4828
CHAPRA,6593.857674,2631.66,3757.284351,3382.059701,2904.415663,483,1190.857143,25.785,84.487
BHIWANI,6593.857674,2631.14,3757.284351,3382.059701,2904.415663,698,1190.857143,28.7793,76.538
BARIPADA,6593.857674,2618.58,3757.284351,3382.059701,2904.415663,880,1190.857143,21.831,86.5874
MUZAFFARPUR,6593.857674,2579.83,3757.284351,3382.059701,2904.415663,782,1190.857143,26.1205,85.4124
NARASARAOPET,6593.857674,2577.46,3757.284351,3382.059701,2904.415663,1471,1190.857143,15.731,79.9805
HASSAN,6593.857674,2575.34,3757.284351,3382.059701,2904.415663,926,1190.857143,13.005,75.4295
BEGUSARAI,6593.857674,2564.26,3757.284351,3382.059701,2904.415663,530,1190.857143,25.4166,86.1354
BIHARSHARIF,6593.857674,2527.6,3757.284351,3382.059701,2904.415663,1117,1190.857143,25.1895,85.5297
DIU,6593.857674,2527.32,3757.284351,3382.059701,2904.415663,707,1190.857143,20.7119,70.3965
DWARKA,6593.857674,2514.09,3757.284351,3382.059701,2904.415663,1341,1190.857143,22.2415,68.9736
VIZIANAGARAM,6593.857674,2505.8,3757.284351,3382.059701,2904.415663,1185,1190.857143,18.1184,83.4213
GUNTAKAL,6593.857674,2493.79,3757.284351,3382.059701,2904.415663,1255,1190.857143,14.3075,77.3748
BHADRAVATI,6593.857674,2490.22,3757.284351,3382.059701,2904.415663,952,1190.857143,14.122,75.8091
BHARATPUR,6593.857674,2485.67,3757.284351,3382.059701,2904.415663,619,1190.857143,27.2119,77.4831
NAGAPATTINAM,6593.857674,2483.16,3757.284351,3382.059701,2904.415663,1030,1190.857143,10.7639,79.8442
TIRUCHIRAPPALLI,6593.857674,2473.78,3757.284351,3414,3352,1716,1715,10.7905,78.7047
BUXAR,6593.857674,2467.1,3757.284351,3382.059701,2904.415663,727,1190.857143,25.3788,83.9826
GIRIDIH,6593.857674,2464.7,3757.284351,3382.059701,2813,1306,1190.857143,24.2043,86.3262
BHIMAVARAM,6593.857674,2458.76,3757.284351,3382.059701,2904.415663,1279,1190.857143,16.5356,81.5294
JAMJODHPUR,6593.857674,2433.38,3757.284351,3171,2904.415663,1092.744027,1190.857143,22.2583,70.1914
TIRUVANNAMALAI,6593.857674,2409.24,3757.284351,3382.059701,2904.415663,911,1190.857143,12.2261,79.0705
BHADRAK (M),6593.857674,2392.7,3757.284351,3382.059701,2904.415663,678,1190.857143,20.7233,86.5625
RUDRAPUR,6593.857674,2304.73,3757.284351,3382.059701,2904.415663,731,1190.857143,29.3683,79.1381
DARBHANGA,6593.857674,2302.94,3757.284351,3382.059701,2904.415663,654,1190.857143,26.152,85.902
SILCHAR,6593.857674,2264.35,3757.284351,3382.059701,2904.415663,833,1190.857143,24.8035,92.785
NAINITAL,6593.857674,2258.44,3757.284351,3382.059701,2904.415663,725,1190.857143,29.3952,79.4547
BHUJ,6593.857674,2251.51,3757.284351,3382.059701,2904.415663,1245,1190.857143,23.25,68.519
BIKANER,6593.857674,2236.86,3757.284351,3382.059701,2904.415663,745,1190.857143,28.0182,73.3162
KUMBAKONAM,6593.857674,2212.77,3757.284351,3382.059701,2904.415663,1486,1190.857143,10.0728,79.3921
TAMBARAM,6593.857674,2202.35,3757.284351,3382.059701,2904.415663,1351,1190.857143,12.9355,80.1573
RAMESWARAM,6593.857674,2196.46,3757.284351,3382.059701,2904.415663,865,1190.857143,9.2877,79.3082
PURNIA,6593.857674,2180.63,3757.284351,3382.059701,2904.415663,706,1190.857143,25.766,87.1585
VELLORE,6593.857674,2174.07,3757.284351,3382.059701,2904.415663,1219,1190.857143,12.9179,79.1325
DEESA,6593.857674,2169.3,3757.284351,3052,2904.415663,1194,1190.857143,23.7139,72.4355
ADITYAPUR,6593.857674,2137.12,3757.284351,3382.059701,2772,1121,1190.857143,22.7526,86.0486
CUDDALORE,6593.857674,2077.24,3757.284351,3382.059701,2904.415663,892,1190.857143,11.9335,79.3707
SAHARSA,6593.857674,2071.92,3757.284351,3382.059701,2904.415663,554,1190.857143,25.8788,86.2432
KOCHI,6593.857674,2071.51,3757.284351,3382.059701,2904.415663,856,990,9.9312,76.2673
PRODDATUR,6593.857674,2062.71,3757.284351,3382.059701,2904.415663,1169,1190.857143,14.7503,78.5394
CHILAKALURIPET,6593.857674,2050,3757.284351,3382.059701,2904.415663,1220,1190.857143,15.8494,79.6757
AVADI,6593.857674,2045.97,3757.284351,3382.059701,2904.415663,1069,1190.857143,13.113,80.1784
KASHIPUR,6593.857674,2018.33,3757.284351,3382.059701,2904.415663,883,1190.857143,29.2237,79.8954
THIRUVANANTHAPURAM,6593.857674,2001,3757.284351,3382.059701,2904.415663,617,1167,8.5241,76.949
LAKHANPUR,6593.857674,1997.22,3757.284351,3382.059701,2934,1092.744027,1190.857143,24.6743,81.0724
KALOL,6593.857674,1987.26,3757.284351,3382.059701,2904.415663,1505,1190.857143,23.1454,72.9492
TIRUNELVELI,6593.857674,1985.13,3757.284351,3382.059701,2904.415663,1008,1190.857143,8.7266,77.7018
MOGA,6593.857674,1974.57,3757.284351,3382.059701,2904.415663,625,1190.857143,30.9061,75.719
GANGAWATI,6593.857674,1956.84,3757.284351,3382.059701,2904.415663,598,1190.857143,15.1647,75.3489
DHARMAVARAM,6593.857674,1951.68,3757.284351,3382.059701,2904.415663,1113,1190.857143,14.4406,77.8118
RAMPUR,6593.857674,1934.46,3757.284351,3382.059701,2904.415663,543,1190.857143,27.3204,79.0245
DINDIGUL,6593.857674,1934.16,3757.284351,3382.059701,2904.415663,1221,1190.857143,10.3669,77.9857
MACHILIPATNAM,6593.857674,1922.99,3757.284351,3382.059701,2904.415663,1291,1190.857143,16.1934,81.1297
BAGAHA,6593.857674,1909.12,3757.284351,3382.059701,2904.415663,367,1190.857143,27.1042,84.2805
DIBRUGARH,6593.857674,1899.7,3757.284351,3382.059701,2904.415663,798,1190.857143,27.4854,95.002
ERODE,6593.857674,1897.13,3757.284351,3382.059701,2857,1468,1190.857143,11.3407,77.7263
BOTAD,6593.857674,1888.36,3757.284351,3382.059701,2904.415663,1308,1190.857143,22.3147,72.1863
AIZAWL,6593.857674,1881.44,3757.284351,3382.059701,2904.415663,1092.744027,1138,23.1664,92.7374
JEHANABAD,6593.857674,1879.87,3757.284351,3382.059701,2904.415663,774,1190.857143,25.1961,84.9086
CHATRA,6593.857674,1859.71,3757.284351,3157,2748,1092.744027,1190.857143,23.634,84.1228
GUDIVADA,6593.857674,1855.9,3757.284351,3382.059701,2904.415663,1090,1190.857143,16.4022,81.0848
GANGTOK,6593.857674,1812.01,3757.284351,3382.059701,2601,1414,1565,27.3343,88.6139
Vijayapura (Bijapur),6593.857674,1808.42,3757.284351,3327,2904.415663,760,1190.857143,16.829,75.7196
ELURU,6593.857674,1782.38,3757.284351,3382.059701,2904.415663,1283,1190.857143,16.7162,81.1006
KOZHIKODE,6593.857674,1771.87,3757.284351,3382.059701,2904.415663,887,1107,11.2588,75.7804
TIRUPPUR,6593.857674,1754.98,3757.284351,3382.059701,2904.415663,1326,1190.857143,11.0902,77.6611
AMBUR,6593.857674,1752.28,3757.284351,3382.059701,2904.415663,871,1190.857143,11.1907,78.1144
RAJAPALAYAM,6593.857674,1745.4,3757.284351,3382.059701,2904.415663,1186,1190.857143,9.4153,77.6605
GUWAHATI,6593.857674,1736.12,3757.284351,3382.059701,2904.415663,1169,1041,26.1445,91.7363
BELLARY,6593.857674,1724.52,3757.284351,3382.059701,2904.415663,827,1190.857143,14.9098,75.8338
KISHANGANJ,6593.857674,1701.08,3757.284351,3382.059701,2904.415663,883,1190.857143,25.8288,87.9685
